#{"t_start": 1670989387.191519, "env_id": "Breakout-v0"}
r,l,t
11.0,752,12572.678887
4.0,420,12573.856883
7.0,550,12575.448883
7.0,520,12577.028886
10.0,712,12579.184882
10.0,728,12581.422883
6.0,484,12582.896884
12.0,821,12585.438886
9.0,641,12587.396883
10.0,719,12776.742489
5.0,440,12778.036492
8.0,639,12779.974489
11.0,718,12782.188493
12.0,770,12784.568489
8.0,622,12786.46049
11.0,755,12788.742489
8.0,624,12790.66249
2.0,278,12791.378489
10.0,728,12793.582491
5.0,480,12795.006493
7.0,518,12796.522491
11.0,780,12798.88449
7.0,576,12800.602489
18.0,966,12990.912853
9.0,675,12992.946854
10.0,737,12995.188853
11.0,691,12997.324854
8.0,608,12999.162855
9.0,639,13001.036856
4.0,389,13002.178853
8.0,578,13003.904853
9.0,661,13005.896854
6.0,515,13007.424855
7.0,502,13008.938854
10.0,679,13011.008855
9.0,612,13012.858856
4.0,398,13013.996856
8.0,603,13015.842853
7.0,555,13017.524852
10.0,661,13210.93042
12.0,578,13212.654419
9.0,673,13214.718421
11.0,787,13217.132421
7.0,568,13218.798422
12.0,709,13221.028421
7.0,520,13222.606425
5.0,410,13223.790419
3.0,334,13224.700422
9.0,728,13226.916419
8.0,600,13228.72242
10.0,671,13230.712421
5.0,424,13231.97242
7.0,614,13233.81442
5.0,493,13235.276421
8.0,573,13237.050419
11.0,768,13427.292445
15.0,794,13429.838443
12.0,775,13432.232443
6.0,463,13433.658443
5.0,468,13435.050444
6.0,505,13436.640443
10.0,688,13438.724443
6.0,490,13440.092445
7.0,545,13441.764444
10.0,776,13444.208444
6.0,518,13445.786444
10.0,695,13447.926445
9.0,733,13450.196445
7.0,551,13451.768444
4.0,383,13452.932443
6.0,511,13642.487513
15.0,843,13645.101508
4.0,416,13646.31351
12.0,767,13648.705509
9.0,629,13650.642551
8.0,610,13652.578552
8.0,545,13654.238552
8.0,551,13655.840552
7.0,511,13657.300552
10.0,654,13659.388552
21.0,829,13662.006552
10.0,695,13664.134551
8.0,589,13665.984551
7.0,490,13667.468552
7.0,640,13669.438265
9.0,701,13859.385769
7.0,576,13861.203772
7.0,556,13862.885769
9.0,630,13864.829772
13.0,810,13867.26577
12.0,635,13869.23177
12.0,638,13871.209772
10.0,580,13872.959769
5.0,434,13874.215773
10.0,748,13876.56177
8.0,547,13878.219771
16.0,865,13880.931773
10.0,745,13883.17777
9.0,665,13885.25177
8.0,629,14078.738563
9.0,627,14080.564564
12.0,830,14083.098563
9.0,679,14085.152564
16.0,863,14087.862563
11.0,710,14090.080563
8.0,641,14092.020561
8.0,566,14093.766561
6.0,496,14095.226562
11.0,754,14097.512561
9.0,721,14099.700566
5.0,459,14101.022561
19.0,964,14104.054561
9.0,641,14293.950345
17.0,937,14296.956342
10.0,714,14299.172346
7.0,573,14300.948344
8.0,611,14302.790343
8.0,560,14304.498344
9.0,690,14306.564343
3.0,329,14307.520343
13.0,830,14310.064345
9.0,592,14311.888344
9.0,603,14313.740342
7.0,596,14315.546343
8.0,556,14317.228343
5.0,476,14318.620345
10.0,731,14320.828343
9.0,672,14512.673949
12.0,766,14515.157946
6.0,322,14516.047945
7.0,552,14517.717946
7.0,559,14519.411945
13.0,924,14522.323948
4.0,420,14523.509946
8.0,592,14525.285949
4.0,395,14526.409946
7.0,598,14528.197946
6.0,549,14529.869946
10.0,736,14532.227947
12.0,789,14534.645946
7.0,535,14536.284756
9.0,647,14538.200758
12.0,673,14729.937578
11.0,772,14732.325942
7.0,568,14734.051022
5.0,420,14735.283023
5.0,456,14736.567023
7.0,573,14738.315024
8.0,547,14739.979021
8.0,619,14741.835024
8.0,621,14743.675025
11.0,725,14745.977023
7.0,524,14747.469021
